,name,age,lifestyle,zip code,family status,car,sports,earnings,living area,label,response
9404,JIPRlelR,20,healthy,96126,married,expensive,badminton,59481,rural,no response,0
9405,Dt11ympP,18,cozily,84918,married,expensive,badminton,129209,urban,no response,0
9406,g8bvkTRI,58,healthy,93459,single,expensive,soccer,70115,rural,response,1
9407,oUj0QO3C,19,cozily,44352,married,expensive,badminton,96292,urban,no response,0
9408,NLzqh1eI,54,healthy,35256,married,expensive,badminton,149762,rural,response,1
9409,ya0Qeqri,47,active,78275,single,practical,soccer,31339,rural,no response,0
9410,Cr0TSShQ,34,healthy,64009,single,expensive,athletics,66252,rural,no response,0
9411,z319fDK6,15,active,26094,single,practical,soccer,92525,urban,response,1
9412,Nrt55pxX,51,active,43312,married,practical,badminton,28390,rural,no response,0
9413,gBLSLxKA,51,healthy,62132,married,expensive,unknown,25863,rural,no response,0
9414,mKwkGOka,37,active,22823,single,expensive,badminton,60455,rural,no response,0
9415,1qaTTUlg,32,active,50866,single,expensive,unknown,115954,urban,no response,0
9416,sFs9oeWL,47,active,85794,married,expensive,soccer,121064,urban,no response,0
9417,BklrP31E,39,cozily,37454,single,expensive,badminton,57526,urban,response,1
9418,BydUTuIe,60,cozily,90598,married,expensive,unknown,74705,urban,response,1
9419,u4IOq8QS,53,healthy,75287,single,expensive,athletics,43139,rural,no response,0
9420,EB5bB6vn,50,active,34336,single,practical,soccer,39550,rural,no response,0
9421,XG1p7idO,57,active,96468,single,practical,badminton,49690,rural,response,1
9422,DrUe6iur,37,healthy,28687,single,practical,soccer,90762,urban,no response,0
9423,V8ZY2O9K,25,cozily,62066,single,expensive,soccer,64662,urban,no response,0
9424,JYGesSLw,33,active,56602,married,expensive,badminton,83990,urban,no response,0
9425,Ugvsglgd,59,healthy,90942,single,expensive,unknown,118002,urban,response,1
9426,kXEOfKyl,25,active,47386,married,expensive,badminton,128943,urban,no response,0
9427,KUKD8Ywy,23,active,69903,single,practical,badminton,104035,rural,no response,0
9428,xdzz517M,39,active,61309,married,expensive,athletics,114693,urban,no response,0
9429,8HRxx16a,35,cozily,45300,married,practical,athletics,43683,urban,no response,0
9430,p7jv0Nxj,36,active,25737,single,practical,soccer,109897,urban,no response,0
9431,RXUuuYTi,51,healthy,37601,single,expensive,athletics,34516,rural,no response,0
9432,7e7kHOIg,30,cozily,86411,single,expensive,unknown,38916,rural,no response,0
9433,Xilx93If,65,healthy,34233,single,expensive,athletics,125391,urban,response,1
9434,5odhyiih,52,cozily,81266,married,practical,soccer,140829,urban,no response,0
9435,aeDRmTuL,62,active,26009,single,expensive,badminton,125113,urban,response,1
9436,CixU8MzB,65,cozily,42748,single,expensive,athletics,107781,rural,no response,0
9437,lJBqKXsd,65,active,42414,single,practical,soccer,102526,urban,response,1
9438,jouohpMt,57,active,19838,single,expensive,soccer,43928,rural,response,1
9439,zjQtX457,31,healthy,98758,married,expensive,badminton,59251,rural,no response,0
9440,w5ZqQk3q,20,cozily,60460,married,practical,badminton,143217,urban,response,1
9441,1byR1GdR,27,healthy,86326,married,expensive,soccer,112810,urban,no response,0
9442,qiSKFQCB,25,healthy,99580,married,practical,badminton,118926,urban,no response,0
9443,xNlMTF4R,54,healthy,49544,married,practical,athletics,26461,rural,no response,0
9444,0V2d7ovY,24,healthy,50007,single,expensive,athletics,43277,rural,no response,0
9445,lzwq6Hwu,59,healthy,61652,married,practical,badminton,53275,rural,no response,0
9446,26GSGzxU,23,healthy,55065,married,practical,badminton,102504,rural,no response,0
9447,MiadZ4X1,29,healthy,29466,married,practical,soccer,109861,urban,no response,0
9448,ID2pl7Lc,45,healthy,89764,single,practical,athletics,122322,urban,no response,0
9449,6wAk4gLZ,27,healthy,97751,married,expensive,soccer,38518,urban,no response,0
9450,57XQhBxn,34,healthy,31699,single,practical,unknown,110659,rural,no response,0
9451,T0yew7BZ,66,active,45247,married,expensive,athletics,91958,rural,response,1
9452,Osbl6atT,68,cozily,60263,single,practical,badminton,116771,urban,response,1
9453,0jesCObP,19,cozily,67140,single,expensive,athletics,44447,urban,no response,0
9454,NmPR5mzN,36,healthy,47262,single,practical,soccer,50949,urban,no response,0
9455,9BFmwcav,56,cozily,14651,married,practical,unknown,53404,rural,response,1
9456,x1ubuOD1,43,active,63468,single,expensive,soccer,135581,urban,no response,0
9457,WxZ7nLsA,45,cozily,78736,single,expensive,athletics,56051,urban,no response,0
9458,DZOlf4xQ,24,healthy,64508,married,expensive,badminton,119482,urban,no response,0
9459,vOpnERc8,38,cozily,46764,married,expensive,soccer,147280,urban,response,1
9460,UZZBQrMv,43,cozily,21444,single,expensive,unknown,139247,urban,no response,0
9461,qcoexeNP,47,healthy,28650,single,expensive,unknown,87660,rural,response,1
9462,IYGnByAj,29,active,25526,single,practical,soccer,133724,urban,no response,0
9463,V24pED5e,34,active,32881,married,expensive,badminton,114722,urban,no response,0
9464,xmodL9Bm,46,cozily,57300,single,practical,badminton,125163,urban,no response,0
9465,M1doT29e,24,healthy,92478,married,expensive,athletics,71565,urban,no response,0
9466,SDdfvw4o,62,healthy,10744,married,expensive,unknown,42086,urban,response,1
9467,cu194QDy,55,healthy,53604,married,practical,badminton,54434,rural,no response,0
9468,REsmjIj6,65,cozily,68853,married,practical,athletics,31251,urban,response,1
9469,TwfgO8Gn,51,healthy,93774,single,expensive,athletics,66453,rural,no response,0
9470,WzgZxfjc,18,healthy,14719,married,expensive,unknown,75656,rural,response,1
9471,6yustCME,36,healthy,63953,married,expensive,badminton,48922,urban,no response,0
9472,jiftv7f8,32,healthy,34188,married,practical,soccer,122618,urban,no response,0
9473,QmdJYs8G,26,active,55406,married,expensive,soccer,148773,urban,response,1
9474,wQ9bq6l7,46,cozily,95923,single,practical,athletics,66632,urban,no response,0
9475,Lb4fe2Mh,16,active,26666,married,practical,unknown,42611,urban,no response,0
9476,zhhYTBLT,54,healthy,24883,married,expensive,soccer,147628,rural,response,1
9477,i0WoKumJ,18,active,51557,single,expensive,athletics,129605,urban,no response,0
9478,6yLso148,22,healthy,91523,married,expensive,badminton,131925,urban,no response,0
9479,wT4BTPoW,38,active,94186,single,expensive,soccer,59275,urban,no response,0
9480,H4A7skw0,25,active,47264,married,practical,athletics,132680,rural,no response,0
9481,yoowKN9T,49,cozily,92010,single,practical,soccer,99373,urban,no response,0
9482,kOIXiwla,18,healthy,66296,single,expensive,athletics,148279,urban,response,1
9483,FlPtqauL,43,healthy,13197,single,practical,unknown,60878,urban,response,1
9484,R0S4GKvB,39,healthy,44114,married,expensive,athletics,41983,rural,no response,0
9485,fHBKpRcJ,36,active,12057,single,expensive,unknown,25960,urban,response,1
9486,71aWIaiN,22,active,72943,single,practical,athletics,52000,urban,no response,0
9487,CmPL0lzy,18,healthy,55205,married,practical,badminton,66418,rural,no response,0
9488,saaq11ru,54,cozily,94448,single,practical,badminton,100883,rural,no response,0
9489,aHXIek4Z,30,cozily,98608,single,expensive,athletics,138148,urban,no response,0
9490,wGDjfWrd,24,active,16344,single,practical,athletics,139089,rural,response,1
9491,q7wBn7pK,31,cozily,42803,single,expensive,soccer,86331,rural,response,1
9492,HSpkffB4,18,cozily,44866,single,expensive,athletics,96989,urban,no response,0
9493,OlOSpqiN,51,healthy,34089,single,expensive,soccer,132596,urban,no response,0
9494,CZ2UGKD6,49,active,49897,single,expensive,badminton,140076,urban,response,1
9495,te3scCt3,31,active,34276,single,practical,athletics,145946,rural,response,1
9496,5rDe9XaO,41,cozily,75014,single,practical,badminton,111080,rural,no response,0
9497,tfxtwd59,57,cozily,47809,single,expensive,badminton,136744,urban,response,1
9498,FfJkObWN,17,healthy,99706,married,expensive,badminton,98963,urban,no response,0
9499,I9cDjo2V,48,cozily,41888,single,practical,badminton,127191,urban,no response,0
9500,TMBRuilM,15,active,10564,married,practical,athletics,99406,rural,no response,0
9501,QTc3f54f,52,cozily,49884,single,expensive,soccer,55807,urban,no response,0
9502,QEOsLpHr,24,healthy,82618,married,expensive,athletics,104716,urban,no response,0
9503,Is8L3f4Z,23,healthy,98614,married,practical,soccer,92631,urban,no response,0
9504,qlN1g4HW,63,healthy,93362,married,expensive,soccer,27878,urban,response,1
9505,Lz6qp6RA,62,cozily,89206,married,expensive,soccer,103372,urban,response,1
9506,KpATmMp4,59,healthy,45651,married,expensive,soccer,145377,urban,response,1
9507,BruPu6L0,49,cozily,37033,single,practical,athletics,53547,urban,no response,0
9508,Q6JkJB8w,46,healthy,21646,single,practical,soccer,103200,urban,no response,0
9509,jNXOIMwp,54,active,96539,married,expensive,badminton,149302,urban,response,1
9510,imTWiGFv,33,healthy,89659,married,expensive,soccer,49640,urban,no response,0
9511,fKlHuCaQ,52,active,14809,single,practical,athletics,43341,urban,response,1
9512,YLdbM7Zn,15,active,54757,single,expensive,unknown,56591,urban,no response,0
9513,ozuFEDa4,55,active,57103,married,expensive,unknown,57997,urban,no response,0
9514,teNeHVoB,69,active,70058,single,practical,unknown,119069,urban,response,1
9515,E80U1RVL,31,cozily,25274,married,expensive,unknown,113463,rural,no response,0
9516,WXzP5MaE,24,active,71345,married,expensive,soccer,30110,rural,no response,0
9517,26pF3gEE,61,healthy,76434,single,practical,athletics,144303,urban,no response,0
9518,cwYcDU7I,65,active,25904,single,expensive,unknown,128815,rural,response,1
9519,O66Nb2Jb,39,healthy,10750,married,practical,soccer,58117,urban,no response,0
9520,CUZxXtiO,25,healthy,13450,married,practical,soccer,140467,urban,response,1
9521,hmBYxaDk,48,healthy,46637,married,expensive,unknown,120576,urban,no response,0
9522,rihY6W64,66,active,90519,single,expensive,badminton,130818,rural,response,1
9523,HbCW8yeF,67,healthy,97299,married,practical,badminton,60744,rural,response,1
9524,AtIij5SU,49,healthy,77973,single,practical,unknown,34592,rural,no response,0
9525,Iuw3so87,50,healthy,80915,married,expensive,soccer,69522,rural,response,1
9526,xsDftn8N,51,active,66350,single,practical,badminton,99614,urban,response,1
9527,haa120RR,59,active,69312,single,expensive,unknown,53362,rural,no response,0
9528,GFAabhoy,37,cozily,84033,single,expensive,badminton,55922,urban,no response,0
9529,ZrG1gcJJ,62,cozily,61117,single,expensive,soccer,56620,urban,response,1
9530,5pxj7o01,58,healthy,82931,single,expensive,badminton,55328,urban,response,1
9531,LoNBATh8,69,cozily,80968,married,expensive,soccer,126392,urban,response,1
9532,Oyeo9VSo,53,healthy,89202,single,expensive,badminton,132989,urban,no response,0
9533,fQ5iRA9P,44,active,58312,married,expensive,badminton,128469,rural,no response,0
9534,8uLS895F,18,cozily,26164,single,expensive,badminton,143688,urban,response,1
9535,9H2oFb1m,33,cozily,45039,single,practical,athletics,58131,urban,no response,0
9536,8879NGT2,48,cozily,64545,single,practical,soccer,71709,urban,no response,0
9537,PHZtz6HG,22,healthy,11301,married,expensive,badminton,72759,urban,response,1
9538,jIjlLQAt,68,active,70869,single,practical,athletics,126819,urban,response,1
9539,APOPLLrD,51,cozily,41091,married,expensive,athletics,54107,rural,no response,0
9540,l4WEnQJX,49,healthy,47295,single,expensive,athletics,143093,rural,response,1
9541,crQ5e1np,17,cozily,96917,married,expensive,unknown,65309,urban,no response,0
9542,B3sScQdy,52,healthy,73773,married,practical,badminton,52124,rural,no response,0
9543,3NiBoxYu,52,healthy,66348,married,practical,athletics,140330,urban,response,1
9544,9wMoKA47,29,healthy,50137,married,expensive,athletics,83009,rural,no response,0
9545,lLq47NSe,42,active,42155,married,expensive,soccer,110395,urban,no response,0
9546,lKqsOjYZ,69,cozily,25841,single,practical,badminton,105668,urban,response,1
9547,Fs7YGwyI,63,healthy,78105,married,expensive,badminton,64596,rural,response,1
9548,8jDo3FGO,23,healthy,47140,single,practical,athletics,45110,rural,response,1
9549,dnYK86Lj,54,healthy,54295,married,expensive,athletics,148407,urban,response,1
9550,o8ffiOO4,52,cozily,76588,married,practical,soccer,75197,urban,no response,0
9551,5Ml8RVRV,52,active,43484,married,practical,athletics,108289,urban,no response,0
9552,BZqzhGee,33,cozily,64034,married,practical,badminton,92297,urban,no response,0
9553,HnjHUK8B,56,cozily,52223,married,practical,badminton,94664,urban,response,1
9554,Mx97lo8e,64,healthy,22480,single,expensive,badminton,107893,urban,response,1
9555,lpzgLNQy,42,healthy,94994,married,practical,badminton,127029,urban,no response,0
9556,vEXZINpP,23,healthy,20205,married,expensive,unknown,37736,rural,no response,0
9557,w21pGBMu,21,healthy,45049,married,expensive,badminton,113532,urban,no response,0
9558,E4ox6B3K,59,active,81089,married,practical,soccer,27724,rural,response,1
9559,pkIBh7nT,48,active,89330,married,practical,soccer,35820,rural,no response,0
9560,HYnVLLn6,53,cozily,19182,single,expensive,athletics,21278,urban,no response,0
9561,N0fTzeDg,19,cozily,42353,single,practical,badminton,136936,rural,no response,0
9562,kFONp7Mi,46,active,16478,single,practical,badminton,117262,urban,no response,0
9563,vTWwEydl,40,cozily,30135,married,practical,soccer,149427,urban,response,1
9564,t6CZqliz,20,cozily,95008,single,expensive,badminton,106988,urban,no response,0
9565,vnopQARJ,16,cozily,19259,single,expensive,badminton,56354,urban,no response,0
9566,6GoKb3hZ,50,active,95764,married,expensive,badminton,136585,urban,no response,0
9567,PoyuEh1X,62,cozily,81706,married,practical,badminton,54018,rural,response,1
9568,ngo3Bzap,16,healthy,11653,single,expensive,soccer,35379,urban,no response,0
9569,lfnd2q2u,51,cozily,40691,single,expensive,badminton,128784,urban,no response,0
9570,oLzX8wgR,28,cozily,76509,single,expensive,athletics,104618,urban,no response,0
9571,RHvMCTJ1,66,active,83455,single,practical,badminton,52444,rural,no response,0
9572,pZDyaUW7,21,active,92112,single,practical,athletics,134114,urban,no response,0
9573,M3O5mG9t,42,healthy,60163,single,expensive,unknown,80660,rural,no response,0
9574,TiwPs9Tx,52,cozily,77562,married,practical,badminton,40802,urban,no response,0
9575,MInqzodI,42,healthy,44386,single,expensive,soccer,120605,rural,no response,0
9576,KX1U4nIu,57,cozily,81459,single,expensive,unknown,134823,rural,response,1
9577,uLr6RDNz,35,cozily,83313,single,practical,soccer,130804,urban,no response,0
9578,ccc4AvOD,22,cozily,88361,single,expensive,soccer,123219,rural,no response,0
9579,BWhdCAzL,28,healthy,43897,married,practical,soccer,40036,urban,no response,0
9580,rp1ETYMu,33,cozily,61905,single,expensive,athletics,116788,rural,no response,0
9581,wTBm0zak,55,active,49153,married,expensive,soccer,118165,urban,no response,0
9582,Ik18ebbm,50,cozily,12846,married,practical,soccer,118892,rural,response,1
9583,HLoEPFkK,38,cozily,56096,single,expensive,soccer,113235,urban,no response,0
9584,gIJjwD40,64,healthy,32568,single,practical,badminton,55075,rural,response,1
9585,i9Sz0F7V,53,healthy,16830,married,expensive,soccer,132083,rural,no response,0
9586,gtpr7evV,17,healthy,43236,single,practical,soccer,36642,urban,no response,0
9587,Pg4XML91,35,active,89715,married,expensive,soccer,104484,urban,no response,0
9588,nRHxjzlG,43,active,70994,married,expensive,soccer,30960,urban,no response,0
9589,hnav0d9m,54,healthy,50828,married,expensive,soccer,90786,urban,no response,0
9590,SqwRUHUE,68,active,77364,married,practical,athletics,68225,rural,no response,0
9591,8lb90IfM,69,active,44697,single,practical,soccer,118033,rural,no response,0
9592,N2OtPdZH,61,active,73336,single,practical,badminton,58361,rural,response,1
9593,IX66mKnQ,25,cozily,54713,single,expensive,athletics,36476,rural,no response,0
9594,BNlmEmib,15,cozily,36273,single,practical,athletics,45807,urban,no response,0
9595,SGO7D3Vn,66,cozily,39770,married,expensive,badminton,126251,urban,response,1
9596,XEPtq7BZ,52,cozily,82916,single,expensive,unknown,116946,rural,no response,0
9597,qrMrTjvo,40,cozily,20631,single,expensive,athletics,20479,urban,no response,0
9598,gxmarJu5,46,healthy,44933,single,expensive,unknown,58051,urban,no response,0
9599,Jl7GeZCw,51,active,88176,married,expensive,athletics,53054,urban,no response,0
9600,6tODjSUt,63,healthy,36744,single,expensive,soccer,135782,rural,no response,0
9601,tkC8e35Y,52,cozily,25760,married,practical,badminton,135634,urban,no response,0
9602,g5ZBK2bo,39,healthy,48772,single,practical,athletics,55358,urban,response,1
9603,UlL9DIpt,41,healthy,56709,married,practical,unknown,44076,urban,no response,0
9604,8fXggtk0,33,healthy,55670,single,expensive,athletics,46365,rural,response,1
